code accident;date;heure;d‚partement;commune;massif;site;latitude;longitude;altitude;inclinaison;orientation;groupe;emport‚s;"ensevelis 
tˆte";"ensevelis 
total";"ensevelis partiels 
critiques";"ensevelis partiels 
non critiques";d‚c‚d‚s;bless‚es;indemnes;activit‚;"engin 
progression";‚volution;BRA;"qualit‚ 
neige";"coh‚sion
neige";"type 
d‚part";cause d‚part;"d‚nivel‚
(mŠtres)";"largeur 
cassure
(mŠtres)";"‚paisseur
cassure max.  
(cm)";;;
1213-05-02;16/12/2012;12:25;05;risoul;embrunais parpaillon;crete de razis;44.597714;6.648739;2520;30-34;NO;1;1;1;1;0;0;1;0;0;hors-piste;;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;140;300;190;;;
1213-05-03;26/12/2012;15:30;05;molines en queyras;queyras;chateau renard couloir NE;;;2865;>45;N;1;1;0;0;0;1;1;0;0;hors-piste;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;620;100;60;;;
1213-05-04;20/01/2013;13:30;05;n‚vache;thabor;;;;;;;1;1;0;0;0;0;0;1;0;randonn‚e;;;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-05;03/02/2013;;05;montgenevre;thabor;vallon des baysses;;;;;;1;1;0;0;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-06;06/02/2013;;05;freissiniere;pelvoux;lac palluel;;;;;;12;1;0;0;0;1;0;1;0;randonn‚e;;;;;;;;;;;;;
1213-05-07;13/02/2013;14:15;05;arvieux;queyras;barre noire villargaudin;44.44331;6.44204;2400;30-34;E;2;1;0;0;0;0;0;1;0;randonn‚e;;descente;3;humide;tendre;lin‚aire;accidentelle soi-mˆme;100;50;50;;;
1213-05-08;05/03/2013;;05;cr‚voux;embrunais parpaillon;goulotte barre des enfers;;;;;;5;5;0;0;0;0;4;1;0;alpinisme;;mont‚e;2;sŠche;;lin‚aire;naturelle;;;;;;
1213-05-09;09/03/2013;10:30;05;molines;queyras;combe crose;;;2600;;;3;3;1;1;0;1;2;0;1;hors-piste;;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;30;;;
1213-05-10;15/03/2013;13:30;05;monetier les bains;oisans;route du galibier;;;;;;3;3;0;0;0;0;0;1;2;randonn‚e;;mont‚e;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-11;22/03/2013;13:00;05;ceillac;queyras;col tronchet;;;;;;10;2;0;0;0;0;1;0;1;randonn‚e;;;3;;;;;;;;;;
1213-05-12;25/03/2013;;05;puy st vincent;pelvoux;col de bal;;;;;;2;2;0;0;0;0;0;0;2;hors-piste;;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-05-13;25/03/2013;13:45;05;orcieres;champsaur;la coupa;44.37340;6.18089;2600;30-34;N;2;1;1;0;1;0;0;0;1;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;500;50;;;;
1213-05-14;19/04/2013;10:20;05;vars;embrunais parpaillon;piste bleue vallon crˆte peyrol;;;2300;;;1;1;0;0;0;0;0;1;0;piste;;descente;;;;lin‚aire;naturelle;;;;;;
1213-05-15;13/04/2013;10:00;05;orcieres;champsaur;mourre froid;44.38396;6.23533;2500;30-34;NO;1;1;0;0;0;1;0;0;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;200;60;70;;;
1213-05-16;13/04/2013;13:00;05;orcieres;champsaur;mourre froid;44.3839;6.2338;2750;30-34;N;2;2;1;1;0;1;1;0;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;200;40;;;
1213-06-01;15/04/2013;13:25;06;st etienne tinee;mercantour;secteur dome station auron;44.1250;6.5425;2150;30-34;E;2;1;1;1;0;0;1;0;0;hors-piste;;descente;4;humide;tendre;lin‚aire;;100;100;70;;;
1213-09-01;15/03/2013;;09;ax les thermes;haute ariŠge;;;;;;;1;1;0;0;0;0;0;0;1;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-09-02;15/03/2013;;09;ax les thermes;haute ariŠge;;;;;;;1;1;1;1;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-26-01;09/12/2012;;26;bezaudun sur bine;vercors diois;pas de sierra le veyou;;;1270;40-44;S;;1;0;0;0;0;0;1;0;randonn‚e;;;;;;;;;;;;;
1213-38-01;13/12/2012;12:45;38;saint christophe sur guiers;chartreuse;col de l‚chaud;45.23203;5.48382;1680;30-34;NO;2;2;2;2;0;0;1;1;0;randonn‚e;;mont‚e;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;100;90;;;;
1213-38-02;02/01/2013;;38;la morte;oisans;pas de la mine;45.02023;5.54052;2450;35-39;O;3;1;0;0;0;0;0;1;0;randonn‚e;;travers‚e;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-38-03;12/01/2013;11:30;38;pinsot;belledonne;pic des grandes lanches;;;;35-39;O;1;1;0;0;0;1;1;0;0;randonn‚e;;mont‚e;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-38-04;20/01/2013;13:50;38;auris en oisans;grandes rousses;signal de l'homme;45.03931;6.04543;1790;35-39;SO;6;3;3;3;0;0;0;1;2;hors-piste;;descente;3;humide;dure;lin‚aire;accidentelle soi-mˆme;60;30;20;;;
1213-38-05;30/01/2013;;38;chantelouve;oisans;voie cros de quinchiol / Gd Armet;44.59016;;2320;>45;SE;2;2;2;0;2;0;2;0;0;alpinisme;;mont‚e;;humide;tendre;lin‚aire;naturelle;;;;;;
1213-38-06;19/03/2013;11:45;38;La FerriŠre;belledonne;secteur le pleynet F9;;5.56472;1850;;;1;1;1;0;1;0;0;1;0;hors-piste;;descente;4;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-38-07;07/04/2013;11:45;38;allemond;belledonne;col de roche noire;45.11098;5.59209;2600;40-44;E;50;3;0;0;0;3;0;1;2;randonn‚e;;mont‚e;;humide;dure;lin‚aire;naturelle s‚rac/corniche;300;75;400;;;
1213-38-08;14/04/2013;09:55;38;saint christophe en oisans;oisans;col de la lauze;;;2900;30-34;SE;8;2;0;0;0;0;0;1;1;randonn‚e;;descente;;humide;tendre;lin‚aire;accidentelle tiers;;;;;;
1213-38-09;17/04/2013;;38;le freney d'oisans;grandes rousses;proche refuge sarenne;;;;35-39;S;2;2;1;1;0;1;0;2;0;voie de communication;;travers‚e;;humide;dure;lin‚aire;naturelle;100;;;;;
1213-64-01;02/01/2013;12:45;64;eaux bonnes;aspe ossau;vallon anglas;;;;;;2;1;1;1;0;0;1;0;0;hors-piste;;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-65-01;06/03/2013;16:00;65;st lary soulan;haute bigorre;GR Espiaube Plat Adet;;;;;;8;6;0;0;0;6;0;3;3;randonn‚e;;travers‚e;3;humide;tendre;;naturelle;;;;;;
1213-65-02;15/03/2013;;65;bagnŠres de bigorre;haute bigorre;sud pic du midi de bigorre;;;;;S;1;1;0;0;0;0;1;0;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-01;05/12/2012;11:25;73;tignes;haute tarentaise;secteur paquerette;;;2600;30-34;N;11;2;2;2;0;0;1;1;0;hors-piste;;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;80;60;;;
1213-73-02;12/12/2012;12:55;73;tignes;haute tarentaise;pente barthelemy aiguille percee;;;2750;35-39;NO;7;4;2;1;1;0;0;3;1;hors-piste;;descente;4;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;70;100;;;
1213-73-03;21/12/2012;12:05;73;val isere;haute tarentaise;pointe du grand vallon creux de l'ouille;;;2755;30-34;N;3;3;1;1;0;0;1;0;2;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;200;300;;;
1213-73-04;28/12/2012;;73;saint martin de belleville (val thorens);vanoise;lac du lou;;;;;;5;1;1;1;0;0;0;1;0;hors-piste;;descente;;;;;;;;;;;
1213-73-05;20/01/2013;;73;valloire;maurienne;telesiege montissot;;;;;;1;1;1;1;0;0;1;0;0;hors-piste;;descente;4;;;;;;;;;;
1213-73-06;30/01/2013;11:30;73;sainte marie de cuines;maurienne;crˆte de la raverotte;45.17349;6.16471;2000;30-34;NO;4;2;0;0;0;2;0;2;0;randonn‚e;;travers‚e;;humide;dure;lin‚aire;accidentelle soi-mˆme;600;40;50;;;
1213-73-07;03/02/2013;;73;saint martin de belleville (val thorens);vanoise;lac du lou;;;;;;2;2;0;0;0;0;0;1;1;hors-piste;;descente;;;;;;;;;;;
1213-73-08;08/02/2013;;73;saint martin de belleville (val thorens);vanoise;cime caron;;;;;;3;3;0;0;0;0;0;0;3;hors-piste;;descente;;;;;;;;;;;
1314-74-09;02/03/2014;15:30;74;chamonix;mont blanc;aiguille belvedere;45.987010978180855;6.87634174604996;2880;35-39;SO;3;1;1;0;1;0;0;1;0;randonn‚e;ski;mont‚e;2;humide;;lin‚aire;accidentelle soi-mˆme;180;10;15;;;
1213-73-10;13/02/2013;12:55;73;cote d'aime;vanoise;combe benite;;;2400;;O;7;5;1;1;0;1;0;1;4;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;100;130;;;
1213-73-11;20/02/2013;10:00;73;valloire;maurienne;camp des rochilles;;;2510;30-34;O;22;2;1;1;0;1;1;0;1;entrainement militaire descente couloir;;descente;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;110;20;60;;;
1213-73-12;26/02/2013;16:40;73;pralognan;vanoise;cirque du petit arcellin;45.23017;6.45689;2100;30-34;NO;1;1;0;0;0;1;0;1;0;randonn‚e;;travers‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;20;20;;;
1213-73-13;02/03/2013;16:40;73;sainte foy tarentaise;haute tarentaise;sous pointe des gavies / ruisseau des gavies;45.35446;6.57202;2200;30-34;N;2;1;0;0;0;1;0;1;0;hors-piste;;descente;3;;tendre;ponctuel;accidentelle soi-mˆme;100;;;;;
1213-73-14;05/03/2013;16:15;73;valloire;maurienne;combe des granges;;;;35-39;NO;2;2;1;1;0;1;0;2;0;hors-piste;;descente;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-15;06/03/2013;11:00;73;modane;maurienne;vall‚e perdue valfr‚jus;45.09269;6.39255;2200;30-34;NO;2;2;0;0;0;2;0;2;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;70;150;100;;;
1213-73-16;06/03/2013;11:30;73;tignes;haute tarentaise;couloir bois de la laye;45.28134;6.55355;2200;35-39;N;2;2;2;1;1;0;2;0;0;hors-piste;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;360;100;80;;;
1213-73-17;18/03/2013;13:10;73;montvalezan;haute tarentaise;hp des ecudets;45.38230;6.50412;1880;35-39;SO;2;1;1;1;0;0;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;60;50;;;
1213-73-09;08/02/2013;11:10;73;saint bon tarentaise;vaoise;sous pas du roc merlet;45.36660891949922;6.6372356318708565;2350;30-34;NO;3;2;1;1;0;1;1;0;1;hors-piste;;descente;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;40;70;50;;;
1213-73-18;19/03/2013;15:55;73;saint martin de belleville (val thorens);vanoise;lac du lou;45.296249657563365;6.5349031310654055;1990;40-44;NO;5;1;1;1;0;0;0;1;0;hors-piste;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;15;30;80;;;
1213-73-20;19/03/2013;;73;les allues;vanoise;t‚l‚siŠge cote brune;;;;;N;1;1;0;0;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-21;29/03/2013;16:15;73;bourg saint maurice;vanoise;piste rouge grand renard balise nø14;;;2490;40-44;E;6;1;1;1;0;0;1;0;0;piste;;travers‚e;3;sŠche;tendre;lin‚aire;naturelle;50;60;20;;;
1213-73-22;01/04/2013;14:00;73;les allues;vanoise;aiguille du fruit;45.21128;6.37495;2900;>45;NO;3;2;0;0;0;0;0;2;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;600;10;;;;
1213-73-23;01/04/2013;;73;saint martin de belleville (val thorens);vanoise;face ouest aiguille des st pŠres;;;2800;;O;3;1;0;0;0;0;0;1;0;hors-piste;;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-24;14/04/2013;;73;aussois;vanoise;chaise aux papes / dent parrach‚e;45.17182;6.45138;3600;30-34;SE;;6;6;6;0;0;3;3;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle tiers;400;400;;;;
1213-73-25;02/05/2013;10:25;73;pralognan;vanoise;grands couloirs grande casse;45.2416;6.49012;3530;>45;O;4;3;1;1;0;2;1;2;0;alpinisme;;mont‚e;;humide;dure;lin‚aire;accidentelle soi-mˆme;500;350;50;;;
1213-73-19;19/03/2013;15:05;73;les avanchers;maurienne;hors piste des lauziŠres;45.44292575456428;6.379231641636423;1825;30-34;NE;6;1;1;1;0;0;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;30;25;60;;;
1213-74-01;30/10/2012;11:55;74;chamonix;mont blanc;aiguille marbr‚e;45.85122553770268;6.941153556972861;3500;30-34;SE;2;2;0;0;0;0;0;1;1;alpinisme;;mont‚e;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;15;15;;;
1213-74-03;19/01/2013;13:10;74;abondance;chablais;mont de grange;;;2100;40-44;O;2;1;0;0;0;0;0;1;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;10;30;;;
1213-74-04;05/02/2013;16:10;74;chatel;chablais;t‚l‚siŠge des combes;;;;;;1;1;1;0;1;0;0;0;1;hors-piste;;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;40;;;
1213-74-05;08/02/2013;10:55;74;chamonix;mont blanc;br‚vent nant pcheu;45.55482;6.50140;2280;35-39;SE;1;1;1;1;0;0;1;0;0;hors-piste;;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;1000;150;80;;;
1213-74-06;26/02/2013;09:30;74;saint gervais;mont blanc;mont lachat;45.86970;6.78810;1970;35-39;SO;15;6;0;0;0;0;0;1;5;randonn‚e;;mont‚e;1;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;170;30;20;;;
1213-74-07;19/03/2013;;74;bernex;chablais;;;;;;;1;1;1;0;1;0;1;0;0;randonn‚e;;descente;;;;;;;;;;;
1213-74-08;22/03/2013;12:45;74;samoens;chablais;couloir pas de la latte;46.0816;6.4734;2000;40-44;NO;2;1;0;0;0;0;0;1;0;hors-piste;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;300;25;70;;;
1213-74-09;22/03/2013;09:35;74;chamonix;mont blanc;carlaveyron;45.55598;6.49299;2070;40-44;O;2;1;0;0;0;1;0;1;0;randonn‚e;;descente;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;25;80;;;
1213-74-10;01/04/2013;13:30;74;contamines;beaufortain;col des chasseurs;;;2400;35-39;N;3;2;0;0;0;2;0;1;1;randonn‚e;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;100;30;;;
1213-74-11;14/04/2013;13:10;74;vallorcine;mont blanc;tete de la chevrette;46.01439;6.54133;1970;30-34;S;4;1;0;0;0;0;0;1;0;randonn‚e;;descente;4;humide;tendre;lin‚aire;accidentelle soi-mˆme;300;40;50;;;
1213-74-12;13/08/2013;03:50;74;chamonix;mont blanc;face nord tacul;;;4300;40-44;N;6;3;2;2;0;1;2;1;0;alpinisme;;mont‚e;;sŠche;dure;lin‚aire;naturelle s‚rac/corniche;250;;;;;
1112-04-01;16/02/2012;14:45;04;saint paul s/ ubaye;ubaye;col girardin crˆte observatoire;44.36274;6.49429;2800;30-34;SO;4;1;0;0;0;0;0;1;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;300;400;40;;;
1112-05-01;10/12/2011;14:40;05;puy st vincent;pelvoux;vallon de narreyroux;;;2600;<30;NE;2;1;1;1;0;0;0;1;0;randonn‚e;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;25;30;;;
1112-05-02;10/03/2012;11:25;05;ristolas;queyras;pic de s‚gur;44.44286;6.58041;2770;30-34;NO;6;1;0;0;0;0;0;0;1;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;20;50;;;
1112-05-03;20/03/2012;10:00;05;saint crepin;queyras;pic beal traversier;;;2800;40-44;N;4;1;0;0;0;0;0;1;0;randonn‚e;;mont‚e;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;5;30;;;
1112-05-04;24/03/2012;11:30;05;saint veran;queyras;pas de la cula;44.39326;6.54389;2980;35-39;NO;7;1;0;0;0;0;0;1;0;randonn‚e;;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;50;80;80;;;
1112-26-01;05/02/2012;12:55;26;glandage;vercors;jocou;44.424337;5.385103;1680;30-34;S;3;2;1;1;0;1;1;1;0;randonn‚e;;mont‚e;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;140;40;100;;;
1112-31-01;18/02/2012;;31;bagnŠres de luchon;luchonnais;pic d'aubas;42.444766;0.394289;2030;30-34;NO;5;5;0;0;0;0;0;0;5;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;150;100;;;
1112-31-02;05/04/2012;15:30;31;bagnŠres de luchon;luchonnais;sentier cascade enfer;;;;;NE;;2;2;2;0;0;1;1;0;randonn‚e;;arrˆt;2;humide;tendre;;naturelle;;;;;;
1112-38-01;06/02/2012;15:30;38;la morte;oisans;pas de la mine;45.031326;5.901677;2400;30-34;NO;2;1;1;1;0;0;0;1;0;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;100;80;30;;;
1112-38-02;17/02/2012;08:25;38;saint pierre de chartreuse;chartreuse;combe bovinant;45.225235;5.485264;1774;35-39;O;1;1;1;1;0;0;0;1;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;165;25;40;;;
1112-38-03;17/02/2012;14:05;38;vaujany;grandes rousses;rissiou;45.10730;6.04903;2050;35-39;SE;4;1;1;1;0;0;0;1;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;30;40;100;;;
1112-38-04;23/03/2012;12:10;38;sainte agnes;belledonne;ferrouillet;45.12360;5.59590;2200;35-39;N;2;1;1;0;1;0;0;1;0;randonn‚e;;descente;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;80;80;;;
1213-74-02;06/12/2012;12:45;74;serraval;aravis;sulens;45.826057661802935;6.369410313534949;1710;40-44;O;2;2;1;1;0;1;1;0;1;randonn‚e;;travers‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;100;40;;;
1112-65-01;18/02/2012;;65;bagnŠre de bigorre;haute bigorre;pain de sucre;;;;;;1;1;1;1;0;0;1;0;0;hors-piste;;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;20;;;;
1112-65-02;18/02/2012;;65;vieille aure;haute bigorre;corneblanque;;;;;;1;1;0;0;0;1;0;0;1;hors-piste;;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1112-65-03;19/02/2012;;65;bagnŠre de bigorre;haute bigorre;la blanche;;;;;;2;1;0;0;0;1;0;1;0;hors-piste;;descente;2;sŠche;;lin‚aire;accidentelle soi-mˆme;400;150;100;;;
1112-73-01;01/02/2012;10:25;73;valloire;maurienne;combe aiguille noire;;;;;;19;10;6;6;0;0;1;5;4;randonn‚e;;travers‚e;2;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1112-38-05;20/04/2012;15:45;38;vaujany;grandes rousses;couloir perrin;45.1317004258058;6.10201965623362;2600;40-44;O;2;1;1;0;1;0;0;0;1;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;50;40;;;
1112-73-03;27/02/2012;;73;doucy en bauges;bauges;;;;;;;1;1;1;1;0;0;1;0;0;randonn‚e;;;2;humide;tendre;lin‚aire;naturelle;;;;;;
1112-73-04;09/04/2012;11:30;73;pralognan;haute maurienne;combe de rosoire;;;3200;;NO;7;3;0;0;0;0;0;0;3;randonn‚e;;mont‚e;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;;;;;
1112-73-05;09/04/2012;11:30;73;valmeinier;maurienne;roche noire;;;2800;;;2;1;1;1;0;0;1;0;0;randonn‚e;;travers‚e;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;50;;;;
1112-73-02;18/02/2012;11:05;73;jarsy;bauges;face SO mont de la Coche;45.667458049723145;6.223734181079973;1980;30-34;SO;2;1;0;0;0;1;0;1;0;randonn‚e;;travers‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;250;5;50;;;
1112-73-06;17/04/2012;19:00;73;saint martin de belleville;vanoise;mont du borgne;45.30192848402022;6.6063281767692645;2950;40-44;NO;3;1;1;1;0;0;1;0;0;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;180;100;;;
1112-73-08;29/04/2012;13:40;73;bonneval;vanoise;;;;;;O;15;1;0;0;0;0;0;1;0;randonn‚e;;mont‚e;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1112-74-01;21/01/2012;10:00;74;praz sur arly;mont blanc;crˆt du midi;;;1780;>45;NE;3;1;0;0;0;1;0;0;1;minage;;travers‚e;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;25;;40;;;
1112-74-02;29/01/2012;15:55;74;chamonix;mont blanc;couloir cosmique/la para;45.5337;6.5151;2300;;NO;4;1;1;1;0;0;1;0;0;hors-piste;;descente;2;humide;dure;lin‚aire;accidentelle soi-mˆme;1000;100;30;;;
1112-73-07;17/04/2012;19:00;73;saint martin de belleville;vanoise;mont du borgne;45.30192848402022;6.6063281767692645;2950;40-44;NO;3;1;0;0;0;1;0;0;1;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;400;;100;;;
1112-74-03;04/02/2012;12:30;74;thollon les m‚mises;chablais;tete de neuva;46.367963950590365;6.736883390744491;1840;35-39;NO;4;1;0;0;0;0;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;70;50;;;
1112-74-05;16/02/2012;;74;contamines montjoie;mont blanc;envers mont joly;;;;;;3;3;0;0;0;0;1;0;2;hors-piste;;descente;2;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1112-74-04;04/02/2012;11:15;74;mieussy;chablais;combe du v‚lard;46.15138136537421;6.561433861945105;1780;;NO;4;1;1;0;1;0;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;10;15;;;
1112-74-06;21/02/2012;10:00;74;bellevaux;chablais;pointe de chalune;46.180208791220906;6.577469661551132;2050;40-44;O;2;2;0;0;0;0;1;1;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;20;50;;;
1112-74-08;28/04/2012;12:55;74;chamonix;mont blanc;glacier du milieu;;;;;;3;1;0;0;0;0;1;0;0;alpinisme;;;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1112-74-07;03/04/2012;15:50;74;chamonix;mont blanc;bec de la cluy;45.991588;6.959983;1900;30-34;NO;2;1;1;0;1;0;1;0;0;randonn‚e;;travers‚e;2;humide;tendre;lin‚aire;naturelle;300;10;;;;
1011-05-01;08/01/2011;11:06;05;monetier les bains;pelvoux;cibouit;;;;;;2;1;1;;;;0;0;1;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;100;50;;;
1112-74-09;12/07/2012;05:20;74;chamonix;mont blanc;mont maudit;45.84948712340163;6.8747447095806535;4200;40-44;N;23;23;9;9;0;0;9;7;7;alpinisme;;mont‚e;;sŠche;dure;lin‚aire;naturelle s‚rac/corniche;200;;;;;
1011-05-03;19/02/2011;13:10;05;orciŠres;champsaur;col de la montagne haute / mourre froid;;;2800;35-39;N;6;3;1;;;;0;1;2;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;150;80;;;
1011-05-02;30/01/2011;10:00;05;molines;queyras;col agnel;44.688296388273194;6.978866152958157;2650;35-39;O;8;4;1;;;;1;0;3;randonn‚e;;mont‚e;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;30;40;100;;;
1011-05-05;02/03/2011;16:40;05;val des pr‚s;queyras;vallon de Vachette / secteur ombilic;;;2005;35-39;NO;3;1;0;;;;0;0;1;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;500;60;60;;;
1011-05-06;16/03/2011;14:30;05;ceillac;queyras;col du tronchet;;;2600;35-39;NO;;1;1;;;;0;0;1;randonn‚e;;;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-05-07;18/03/2011;14:00;05;ceillac;queyras;ravin clausis;44.38329;6.51409;2300;30-34;N;2;1;1;;;;1;0;0;randonn‚e;;descente;4;sŠche;dure;lin‚aire;accidentelle soi-mˆme;50;90;50;;;
1011-05-04;26/02/2011;16:10;05;orciŠres;champsaur;col combeau / grande autane;44.65107028265496;6.387560916625337;2100;40-44;N;7;3;0;;;;0;1;2;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;naturelle;100;5;30;;;
1011-05-08;19/03/2011;12:05;05;ceillac;queyras;vallon beaubarnon;44.64024419215997;6.838935368106755;2530;30-34;N;4;4;3;;;;3;0;1;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;500;60;;;
1011-05-10;03/04/2011;11:30;05;risoul;embrunnais;les c“tes du liŠvre;;;2400;;NO;2;1;1;;;;0;1;0;hors-piste;;descente;4;sŠche;dure;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-09-01;18/02/2011;;09;ustou;couserans;etang de la lacarde;42.44305;1.16224;2000;30-34;N;2;1;1;;;;0;0;1;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;350;40;;;
1011-26-01;03/12/2010;16:00;26;ombleze;vercors;roc de toulan;44.53268;5.14054;1000;30-34;O;1;1;0;;;;0;1;0;randonn‚e;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;40;40;;;
1011-31-01;22/02/2011;;31;O“;;vallon d'esquierry;42.45208;0.27562;2250;35-39;SE;2;2;2;;;;2;0;0;randonn‚e;;descente;4;humide;tendre;ponctuel;naturelle;180;;;;;
1011-38-01;05/12/2010;11:45;38;st pierre de chartreuse;chartreuse;col des ayes;45.18397;5.50239;1570;35-39;NE;3;3;3;;;;3;0;0;randonn‚e;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;25;50;;;
1011-38-02;26/12/2010;15:15;38;alpe d'huez;grandes rousses;pic blanc;;;3200;;O;2;1;0;;;;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-38-03;12/01/2011;13:30;38;les deux alpes;oisans;chalance;;;2800;30-34;SO;4;2;0;;;;0;0;2;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;;;;;
