code accident;date;heure;d‚partement;commune;massif;site;"coordonn‚es
zone d‚part";altitude;inclinaison;orientation;groupe;emport‚s;"ensevelis 
tˆte";"ensevelis 
total";"ensevelis partiels 
critiques";"ensevelis partiels 
non critiques";d‚c‚d‚s;bless‚es;indemnes;activit‚;"engin 
progression";‚volution;BRA;"qualit‚ 
neige";"coh‚sion
neige";"type 
d‚part";cause d‚part;"d‚nivel‚
(mŠtres)";"largeur 
cassure
(mŠtres)";"‚paisseur
cassure max.  
(cm)";;;
1011-05-09;19/03/2011;15:30;05;molines;queyras;rif ousselat;32t 0333526  4953556;2540;40-44;N;2;1;1;;;;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;450;800;70;;;
1011-05-10;03/04/2011;11:30;05;risoul;embrunnais;les c“tes du liŠvre;;2400;;NO;2;1;1;;;;0;1;0;hors-piste;;descente;4;sŠche;dure;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-09-01;18/02/2011;;09;ustou;couserans;etang de la lacarde;"42ø44'30.5""  1ø16'22.4""";2000;30-34;N;2;1;1;;;;0;0;1;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;350;40;;;
1011-26-01;03/12/2010;16:00;26;ombleze;vercors;roc de toulan;"44ø53'26.8""  05ø14'05.4""";1000;30-34;O;1;1;0;;;;0;1;0;randonn‚e;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;40;40;;;
1011-31-01;22/02/2011;;31;O“;;vallon d'esquierry;"42ø45'20.8""  00ø27'56.2""";2250;35-39;SE;2;2;2;;;;2;0;0;randonn‚e;;descente;4;humide;tendre;ponctuel;naturelle;180;;;;;
1011-38-01;05/12/2010;11:45;38;st pierre de chartreuse;chartreuse;col des ayes;"45ø18'39.7""  5ø50'23.9""";1570;35-39;NE;3;3;3;;;;3;0;0;randonn‚e;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;25;50;;;
1011-38-02;26/12/2010;15:15;38;alpe d'huez;grandes rousses;pic blanc;;3200;;O;2;1;0;;;;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-38-03;12/01/2011;13:30;38;les deux alpes;oisans;chalance;;2800;30-34;SO;4;2;0;;;;0;0;2;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-38-04;21/02/2011;14:00;38;les deux alpes;oisans;chalance;;2500;30-34;SO;2;2;0;;;;0;0;2;hors-piste;;;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;45;30;;;
1011-38-05;28/02/2011;;38;corren‡on en vercors;vercors;rancs de combevieux;"45ø00'18.4"" / 5ø32'40.5''";1850;30-34;N;4;3;3;;;;1;2;0;hors-piste;;travers‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;50;70;;;
1011-63-01;28/11/2010;14:00;63;le mont dore;sancy;puy redon / couloir de l'envers du redon;"45ø31'58.0""  2ø48'23""";1725;40-44;NO;2;1;0;;;;0;1;0;randonn‚e;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;;;;;
1011-65-01;06/03/2011;13:30;65;cauteret;haute bigorre;refuge d'ilh‚ou/pic N‚;;2000;;;3;3;1;;;;0;1;2;randonn‚e;;;2;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-65-02;08/05/2011;10:00;65;gedre;haute bigorre;pic de Gabiedou;31T 0262103  4733774;2280;>45;NO;2;1;1;;;;1;0;0;randonn‚e;;mont‚e;;humide;tendre;lin‚aire;naturelle;100;;;;;
1011-66-01;05/03/2011;12:50;66;port‚ puymorens;capcir puymorens;face NO pic de l'Estagnol;;2300;35-39;NO;2;1;1;;;;0;1;0;hors-piste;;descente;3;sŠche;dure;lin‚aire;accidentelle tiers;100;15;60;;;
1011-68-01;17/12/2010;12:40;68;mittlach;hohneck;couloir du rainkopf;"48ø0'260""  6ø58'592""";1300;30-34;E;2;1;0;;;;0;1;0;randonn‚e;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;30;30;;;
1011-68-02;28/12/2010;13:45;68;Metzeral;hohneck;wormspel;"7ø1'13.8""  48ø2'16""";1244;35-39;NE;5;1;0;;;;0;1;0;alpinisme;;travers‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;90;25;25;;;
1011-73-01;01/11/2010;09:00;73;Bessans;Haute Maurienne;couloir Roche MIchel;;3100;35-39;N;3;3;3;;;;3;0;0;alpinisme;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;700;150;50;;;
1011-73-02;12/11/2010;08:20;73;val isŠre;haute tarentaise;RD col Iseran Le Quartz;;2480;;N;5;2;0;;;;1;1;0;voie de communication;;mont‚e;;humide;tendre;lin‚aire;;100;;;;;
1011-73-03;09/12/2010;12:37;73;val isŠre;haute tarentaise;charvet couloir des pisteurs;45ø25'39.9''  6ø57'13.3'';2650;>45;N;2;2;1;;;;1;1;0;hors-piste;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;3;100;;;
1011-73-04;10/12/2010;15:00;73;orelle;vanoise;hors-piste sous cime caron;"45ø15'7.9"" 6ø33'32.7""";2820;30-34;S;9;4;0;;;;0;1;3;hors-piste;;travers‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;80;80;;;
1011-73-05;26/12/2010;09:34;73;val isŠre;haute tarentaise;combe du signal;"45ø25'47.5""  7ø01'40.6""";2740;40-44;N;4;2;2;;;;1;0;1;hors-piste;;travers‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;50;140;;;
1011-73-06;14/12/2010;12:50;73;tignes;haute tarentaise;grande combe / grande sassiŠre;"45ø30'22.2""  6ø58'33.6""";3100;35-39;SO;7;1;1;;;;1;0;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;50;60;;;
1011-73-07;11/01/2011;11:03;73;val isŠre;haute tarentaise;pointe du grand vallon;"45ø26'38.9""  7ø02'16.6""";2700;35-39;N;7;5;4;;;;4;0;1;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;700;70;80;;;
1011-73-08;26/02/2011;11:30;73;montricher albanne;maurienne;col du pertuite grande chible;"45ø10'42.9""  6ø23'09.6""";2500;30-34;NE;2;1;0;;;;0;0;1;randonn‚e;;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;50;100;70;;;
1011-73-09;04/03/2011;15:15;73;val isŠre;haute tarentaise;barriere de quartz;;2400;35-39;NO;2;1;1;;;;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;120;60;50;;;
1011-73-10;04/03/2011;;73;villarodin bourget;maurienne;station la norma;;;;;2;1;0;;;;0;1;0;hors-piste;;descente;3;;;;;;;;;;
1011-73-11;05/03/2011;14:30;73;bessans;haute maurienne;andagne;;3000;;NO;3;2;1;;;;0;1;1;hors-piste;;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;200;180;;;
1011-73-12;18/03/2011;12:00;73;val isŠre;haute tarentaise;envers de cugna‹;;2850;35-39;NO;6;1;1;;;;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;580;120;90;;;
1011-73-13;18/03/2011;13:00;73;m‚ribel;vanoise;mont du vallon lac du borgne;;;;;;1;1;;;;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;;;;;;;
1011-73-14;20/03/2011;14:35;73;champagny;vanoise;GliŠres;;;;;4;1;1;;;;1;0;0;randonn‚e;;;3;;;;;;;;;;
1011-73-15;21/03/2011;12:40;73;lanslebourg;haute maurienne;;;2530;;NE;2;2;0;;;;0;0;2;hors-piste;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;180;40;60;;;
1011-73-16;21/03/2011;12:54;73;ste foy tarentaise;haute tarentaise;pointe de l'argentiŠre;;2750;35-39;NO;10;2;2;;;;0;1;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;400;80;60;;;
1011-73-17;31/03/2011;11:10;73;val isŠre;haute tarentaise;solaise;;3000;35-39;SE;2;2;1;;;;0;1;1;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;80;30;50;;;
1011-73-18;01/04/2011;11:35;73;val isŠre;haute tarentaise;face est de Charvet;;2660;40-44;E;7;1;0;;;;0;1;0;hors-piste;;travers‚e;3;humide;tendre;ponctuel;accidentelle soi-mˆme;600;;;;;
1011-73-19;03/04/2011;13:00;73;bessans;haute maurienne;vallon oney - ouille arb‚ron;;2500;35-39;NO;8;4;0;;;;0;1;3;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-73-20;16/05/2011;09:35;73;orelle;vanoise;col de gebroulaz;;3434;30-34;E;1;1;0;;;;0;0;1;randonn‚e;;mont‚e;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;150;200;;;;
1011-73-21;02/12/2010;11:30;73;tignes;haute tarentaise;toviŠre;;2580;35-39;O;3;1;1;;;;0;1;0;hors-piste;;descente;;sŠche;tendre;lin‚aire;accidentelle tiers;80;50;50;;;
1011-73-22;10/01/2011;;73;tignes;haute tarentaise;couloir des tuffs;;2400;35-39;O;4;1;0;;;;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle tiers;200;20;20;;;
1011-73-23;20/03/2011;10:00;73;tignes;haute tarentaise;oreilles de mickey;;2600;;SO;3;2;0;;;;0;2;0;hors-piste;;descente;3;sŠche;;lin‚aire;accidentelle tiers;150;80;150;;;
1011-74-01;28/11/2010;12:00;74;mieussy;chablais;haute-pointe;;1950;40-44;SE;15;2;2;;;;0;0;2;randonn‚e;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;20;10;;;
1011-74-02;04/12/2010;13:05;74;la clusaz;aravis;combe borderan;"6ø28'30"""" 45ø53'10''";2350;;NO;3;3;1;;;;0;3;0;randonn‚e;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle tiers;400;50;100;;;
1011-74-03;21/12/2010;13:20;74;chamonix;chablais;combe d'encrenaz;32t0338270  5096477;2300;40-44;SE;3;1;1;;;;0;0;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;400;20;40;;;
1011-74-04;21/12/2010;;74;samoens;chablais;station;;;;;2;2;0;;;;0;2;0;hors-piste;;descente;3;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-74-05;22/12/2010;11:00;74;contamines;mont blanc;chalet balme;"45ø44'57.6""  6ø42'33.3""";2050;35-39;SO;9;1;1;;;;0;1;0;randonn‚e;;travers‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;80;50;;;
1011-74-06;22/12/2010;11:00;74;Hauteluce;mont blanc;col de la fenˆtre;;2150;<30;O;2;2;1;;;;0;2;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;50;40;;;
1011-74-07;24/12/2010;15:00;74;Vallorcine;mont blanc;balme;;2175;>45;NE;1;1;0;;;;0;1;0;minage;;travers‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;75;15;30;;;
1011-74-08;26/12/2010;10:55;74;le reposoir;aravis;col de l'encrenaz;;1950;30-34;S;3;1;1;;;;0;1;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;30;15;20;;;
1011-74-09;03/03/2011;;74;vacheresse;chablais;pointe de b‚n‚vent;;;;;3;3;0;;;;0;2;1;randonn‚e;;;3;;;lin‚aire;accidentelle soi-mˆme;150;;;;;
1011-74-10;17/03/2011;15:15;74;chamonix;mont blanc;plan de l'aiguille torrent de blaitiere;"45ø54'28.4""  6ø53'42.3""";2230;35-39;N;5;1;0;;;;0;1;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;450;40;40;;;
1011-74-11;20/03/2011;12:05;74;magland;aravis;face nord pointe d'Areu;32t 0312804  5094955;2430;35-39;NO;3;1;1;;;;1;0;0;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;500;350;40;;;
1011-74-12;04/06/2011;17:25;74;chamonix;mont blanc;aiguille du chardonnet;"45ø58'08.5"" / 6ø59'51.2""";3650;>45;SO;2;1;1;;;;1;0;0;alpinisme;;descente;;humide;tendre;ponctuel;naturelle;150;;;;;
